ID_client;name;cluster;ID_sector;phone;email;register_date;zipcode;state;city;No;street;visit_day
94016-017;Digital Tech 028;C;204;+001 940 528-7756;Digital_Tech_028@outlook.com;2001-08-14;94016;CA; San Francisco;348;13th St;3,0
94016-018;Technologic Store 003;D;204;+001 940 627-3653;Technologic_Store_003@gmail.com.br;2014-08-01;94016;CA; San Francisco;350;Wilson St;4,0
94016-019;Technologic Tech 044;D;204;+001 940 161-9431;Technologic_Tech_044@gmail.com.br;2013-02-27;94016;CA; San Francisco;364;8th St;5,0
94016-020;Alpha Techno 093;C;204;+001 940 536-7710;Alpha_Techno_093@outlook.com;2004-12-29;94016;CA; San Francisco;368;12th St;6,0
94016-021;Genius S.A 077;D;204;+001 940 432-1288;Genius_S.A_077@outlook.com;2001-08-04;94016;CA; San Francisco;406;Wilson St;7,0
94016-022;Digital Corporation 002;D;204;+001 940 528-9779;Digital_Corporation_002@outlook.com;2003-06-19;94016;CA; San Francisco;411;Walnut St;1,0
94016-023;Alpha World 038;D;204;+001 940 781-3227;Alpha_World_038@outlook.com;2006-07-17;94016;CA; San Francisco;412;13th St;2,0
94016-024;Genius Techno 082;D;204;+001 940 645-7338;Genius_Techno_082@gmail.com.br;2017-10-22;94016;CA; San Francisco;415;Walnut St;3,0
94016-025;High Tech Techno 033;C;204;+001 940 491-7022;High_Tech_Techno_033@gmail.com.br;2018-02-24;94016;CA; San Francisco;418;12th St;4,0
94016-026;Genius Corporation 014;C;204;+001 940 943-7939;Genius_Corporation_014@outlook.com;2003-05-22;94016;CA; San Francisco;420;14th St;5,0
94016-027;Genius S.A 032;B;204;+001 940 739-7784;Genius_S.A_032@outlook.com;2002-06-27;94016;CA; San Francisco;437;Chestnut St;6,0
94016-028;Computer S.A 086;C;204;+001 940 698-4304;Computer_S.A_086@outlook.com;2007-08-23;94016;CA; San Francisco;472;Sunset St;7,0
94016-029;Genius World 056;C;204;+001 940 236-4235;Genius_World_056@outlook.com;2003-11-01;94016;CA; San Francisco;483;Spruce St;1,0
94016-030;Father And Sons Store 004;A;204;+001 940 811-6048;Father_And_Sons_Store_004@outlook.com;2006-04-08;94016;CA; San Francisco;507;Cherry St;2,0
94016-031;High Tech World 086;C;204;+001 940 448-4647;High_Tech_World_086@outlook.com;2011-10-08;94016;CA; San Francisco;516;10th St;3,0
94016-032;Technologic Store 029;D;204;+001 940 698-9694;Technologic_Store_029@gmail.com.br;2000-12-10;94016;CA; San Francisco;522;Hill St;4,0
94016-033;Technologic S.A 060;C;204;+001 940 760-4010;Technologic_S.A_060@outlook.com;2014-09-30;94016;CA; San Francisco;526;Meadow St;5,0
94016-034;Technologic Corporation 019;B;204;+001 940 448-8040;Technologic_Corporation_019@outlook.com;2014-08-05;94016;CA; San Francisco;527;Forest St;6,0
94016-035;Alpha Inc. 067;D;204;+001 940 596-8362;Alpha_Inc._067@gmail.com.br;2006-12-22;94016;CA; San Francisco;539;6th St;7,0
94016-036;Father And Sons Company 099;B;204;+001 940 876-4049;Father_And_Sons_Company_099@outlook.com;2018-09-27;94016;CA; San Francisco;564;4th St;1,0
94016-037;High Tech Corporation 082;D;204;+001 940 380-4419;High_Tech_Corporation_082@outlook.com;2004-12-31;94016;CA; San Francisco;566;9th St;2,0
94016-038;Beta Corporation 075;D;204;+001 940 676-3996;Beta_Corporation_075@outlook.com;2007-12-20;94016;CA; San Francisco;59;Chestnut St;3,0
94016-039;Computer Tech 091;D;204;+001 940 359-2040;Computer_Tech_091@outlook.com;2017-12-28;94016;CA; San Francisco;615;Adams St;4,0
94016-040;Beta Inc. 033;D;204;+001 940 312-2188;Beta_Inc._033@outlook.com;2013-04-18;94016;CA; San Francisco;640;West St;5,0
94016-041;Essential Electronics 019;C;204;+001 940 114-8693;Essential_Electronics_019@outlook.com;2006-06-13;94016;CA; San Francisco;675;Walnut St;6,0
94016-042;High Tech World 083;D;204;+001 940 717-1389;High_Tech_World_083@outlook.com;2010-08-23;94016;CA; San Francisco;685;1st St;7,0
94016-043;Genius Techno 049;D;204;+001 940 399-7547;Genius_Techno_049@outlook.com;2019-12-18;94016;CA; San Francisco;687;Dogwood St;1,0
94016-044;Genius S.A 087;C;204;+001 940 393-6869;Genius_S.A_087@outlook.com;2007-04-24;94016;CA; San Francisco;694;Madison St;2,0
94016-045;Beta Inc. 100;D;204;+001 940 222-3527;Beta_Inc._100@outlook.com;2001-09-20;94016;CA; San Francisco;712;Jefferson St;3,0
94016-046;Digital S.A 023;D;204;+001 940 356-9731;Digital_S.A_023@outlook.com;2015-08-15;94016;CA; San Francisco;713;Washington St;4,0
94016-047;Father And Sons Electronics 015;B;204;+001 940 959-1085;Father_And_Sons_Electronics_015@outlook.com;2017-03-27;94016;CA; San Francisco;714;Sunset St;5,0
94016-048;Technologic World 058;C;204;+001 940 462-3628;Technologic_World_058@outlook.com;2005-10-28;94016;CA; San Francisco;75;Wilson St;6,0
94016-049;Technologic Electronics 007;C;204;+001 940 203-7378;Technologic_Electronics_007@outlook.com;2012-02-29;94016;CA; San Francisco;755;Adams St;7,0
94016-050;Digital World 086;D;204;+001 940 155-6344;Digital_World_086@outlook.com;2011-11-30;94016;CA; San Francisco;763;Lakeview St;1,0
94016-051;Essential Techno 031;D;204;+001 940 209-3343;Essential_Techno_031@outlook.com;2006-12-12;94016;CA; San Francisco;77;Wilson St;2,0
94016-052;Technologic Electronics 096;D;204;+001 940 318-4168;Technologic_Electronics_096@outlook.com;2001-05-26;94016;CA; San Francisco;770;South St;3,0
94016-053;High Tech S.A 055;B;204;+001 940 535-2335;High_Tech_S.A_055@outlook.com;2003-11-03;94016;CA; San Francisco;772;Meadow St;4,0
94016-054;High Tech Solutions 052;D;204;+001 940 992-9530;High_Tech_Solutions_052@outlook.com;2006-02-04;94016;CA; San Francisco;788;1st St;5,0
94016-055;Computer World 069;D;204;+001 940 947-9814;Computer_World_069@outlook.com;2020-09-26;94016;CA; San Francisco;789;9th St;6,0
94016-056;Genius Inc. 021;D;204;+001 940 297-5229;Genius_Inc._021@gmail.com.br;2014-10-25;94016;CA; San Francisco;79;Pine St;7,0
94016-057;Beta Corporation 064;D;204;+001 940 944-3221;Beta_Corporation_064@outlook.com;2015-05-14;94016;CA; San Francisco;799;Johnson St;1,0
94016-058;Genius Store 028;B;204;+001 940 947-9087;Genius_Store_028@outlook.com;2014-02-25;94016;CA; San Francisco;809;Lincoln St;2,0
94016-059;Essential Electronics 001;C;204;+001 940 765-7387;Essential_Electronics_001@outlook.com;2007-09-08;94016;CA; San Francisco;823;Main St;3,0
94016-060;Genius Inc. 038;C;204;+001 940 984-8936;Genius_Inc._038@gmail.com.br;2019-08-30;94016;CA; San Francisco;836;11th St;4,0
94016-061;Father And Sons Inc. 060;D;204;+001 940 972-3111;Father_And_Sons_Inc._060@outlook.com;2002-12-17;94016;CA; San Francisco;849;Main St;5,0
94016-062;High Tech S.A 066;C;204;+001 940 834-5096;High_Tech_S.A_066@outlook.com;2002-09-03;94016;CA; San Francisco;852;Johnson St;6,0
94016-063;Computer Corporation 079;C;204;+001 940 987-9630;Computer_Corporation_079@outlook.com;2010-03-21;94016;CA; San Francisco;853;4th St;7,0
94016-064;Essential World 062;A;204;+001 940 145-3958;Essential_World_062@outlook.com;2003-09-04;94016;CA; San Francisco;883;Cedar St;1,0
94016-065;Computer Inc. 033;D;204;+001 940 391-9745;Computer_Inc._033@outlook.com;2002-05-30;94016;CA; San Francisco;884;Hill St;2,0
94016-066;Beta Corporation 091;C;204;+001 940 172-5447;Beta_Corporation_091@gmail.com.br;2013-03-17;94016;CA; San Francisco;889;Park St;3,0
94016-067;Father And Sons Corporation 010;D;204;+001 940 408-3307;Father_And_Sons_Corporation_010@gmail.com.br;2017-11-27;94016;CA; San Francisco;906;Lincoln St;4,0
94016-068;Digital Tech 081;C;204;+001 940 234-5237;Digital_Tech_081@gmail.com.br;2007-01-12;94016;CA; San Francisco;922;Maple St;5,0
94016-069;Essential Store 096;D;204;+001 940 261-1732;Essential_Store_096@outlook.com;2019-10-20;94016;CA; San Francisco;924;13th St;6,0
94016-070;Alpha Tech 013;C;204;+001 940 264-8499;Alpha_Tech_013@outlook.com;2017-03-28;94016;CA; San Francisco;947;Hickory St;7,0
94016-071;High Tech Corporation 042;B;204;+001 940 743-2329;High_Tech_Corporation_042@outlook.com;2003-11-03;94016;CA; San Francisco;950;Park St;1,0
94016-072;Father And Sons Tech 015;B;204;+001 940 833-6990;Father_And_Sons_Tech_015@gmail.com.br;2003-07-06;94016;CA; San Francisco;976;1st St;2,0
94016-073;Father And Sons S.A 019;C;204;+001 940 823-7822;Father_And_Sons_S.A_019@outlook.com;2012-01-01;94016;CA; San Francisco;976;Ridge St;3,0
94016-074;Genius Corporation 024;C;204;+001 940 952-5755;Genius_Corporation_024@outlook.com;2011-11-28;94016;CA; San Francisco;989;7th St;4,0
30301-001;Essential Tech 082;D;205;+001 303 389-1138;Essential_Tech_082@gmail.com.br;2015-01-17;30301;GA; Atlanta;1;Hickory St;1,0
30301-002;High Tech Corporation 068;B;205;+001 303 986-9772;High_Tech_Corporation_068@outlook.com;2000-05-28;30301;GA; Atlanta;102;Wilson St;2,0
30301-003;Alpha Company 080;C;205;+001 303 472-1037;Alpha_Company_080@gmail.com.br;2015-08-02;30301;GA; Atlanta;107;6th St;3,0
30301-004;Digital Electronics 018;C;205;+001 303 926-6581;Digital_Electronics_018@outlook.com;2001-05-22;30301;GA; Atlanta;111;Meadow St;4,0
30301-005;Essential Company 090;C;205;+001 303 497-5944;Essential_Company_090@outlook.com;2012-04-29;30301;GA; Atlanta;123;Highland St;5,0
30301-006;High Tech Inc. 066;D;205;+001 303 411-9851;High_Tech_Inc._066@outlook.com;2009-03-26;30301;GA; Atlanta;139;Sunset St;6,0
30301-007;Alpha Solutions 008;C;205;+001 303 262-3037;Alpha_Solutions_008@gmail.com.br;2013-06-22;30301;GA; Atlanta;149;7th St;7,0
30301-008;Technologic Techno 075;C;205;+001 303 463-2082;Technologic_Techno_075@gmail.com.br;2006-05-09;30301;GA; Atlanta;154;North St;1,0
30301-009;Alpha World 074;D;205;+001 303 990-6930;Alpha_World_074@outlook.com;2019-02-25;30301;GA; Atlanta;159;4th St;2,0
30301-010;Genius Tech 080;C;205;+001 303 605-2046;Genius_Tech_080@outlook.com;2017-08-05;30301;GA; Atlanta;166;West St;3,0
30301-011;High Tech Electronics 045;D;205;+001 303 828-8485;High_Tech_Electronics_045@gmail.com.br;2015-02-01;30301;GA; Atlanta;176;Meadow St;4,0
30301-012;High Tech Company 015;A;205;+001 303 305-1476;High_Tech_Company_015@outlook.com;2006-10-12;30301;GA; Atlanta;19;14th St;5,0
30301-013;Digital Inc. 018;C;205;+001 303 920-9380;Digital_Inc._018@outlook.com;2020-01-03;30301;GA; Atlanta;21;8th St;6,0
30301-014;Digital Solutions 083;C;205;+001 303 111-9655;Digital_Solutions_083@outlook.com;2006-12-14;30301;GA; Atlanta;212;Highland St;7,0
30301-015;Digital World 028;D;205;+001 303 710-4986;Digital_World_028@outlook.com;2003-03-07;30301;GA; Atlanta;221;8th St;1,0
30301-016;Alpha S.A 099;D;205;+001 303 829-8525;Alpha_S.A_099@outlook.com;2006-08-14;30301;GA; Atlanta;230;7th St;2,0
30301-017;Computer Solutions 028;C;205;+001 303 890-4467;Computer_Solutions_028@gmail.com.br;2014-04-22;30301;GA; Atlanta;247;Johnson St;3,0
30301-018;High Tech Corporation 056;D;205;+001 303 926-7056;High_Tech_Corporation_056@outlook.com;2012-08-01;30301;GA; Atlanta;260;Chestnut St;4,0
30301-019;Computer Solutions 066;D;205;+001 303 196-3917;Computer_Solutions_066@gmail.com.br;2008-08-28;30301;GA; Atlanta;274;Chestnut St;5,0
30301-020;Technologic Corporation 046;C;205;+001 303 692-6643;Technologic_Corporation_046@gmail.com.br;2016-02-04;30301;GA; Atlanta;282;Cedar St;6,0
30301-021;High Tech Electronics 012;C;205;+001 303 266-1328;High_Tech_Electronics_012@outlook.com;2009-09-24;30301;GA; Atlanta;288;9th St;7,0
30301-022;High Tech Corporation 066;D;205;+001 303 229-5136;High_Tech_Corporation_066@outlook.com;2007-05-27;30301;GA; Atlanta;318;Cedar St;1,0
30301-023;Alpha Electronics 011;C;205;+001 303 464-8337;Alpha_Electronics_011@outlook.com;2019-09-04;30301;GA; Atlanta;323;Madison St;2,0
30301-024;Computer Company 076;D;205;+001 303 513-4496;Computer_Company_076@outlook.com;2020-04-19;30301;GA; Atlanta;331;11th St;3,0
30301-025;Father And Sons Company 003;D;205;+001 303 997-3915;Father_And_Sons_Company_003@outlook.com;2011-12-25;30301;GA; Atlanta;34;Elm St;4,0
30301-026;Digital Techno 084;D;205;+001 303 308-7761;Digital_Techno_084@gmail.com.br;2015-02-27;30301;GA; Atlanta;34;Hickory St;5,0
30301-027;Computer Store 053;D;205;+001 303 643-7851;Computer_Store_053@outlook.com;2014-04-28;30301;GA; Atlanta;367;Maple St;6,0
30301-028;Genius Company 047;D;205;+001 303 618-2026;Genius_Company_047@outlook.com;2000-06-26;30301;GA; Atlanta;389;Lakeview St;7,0
30301-029;Genius World 018;C;205;+001 303 330-2019;Genius_World_018@gmail.com.br;2004-06-14;30301;GA; Atlanta;395;7th St;1,0
30301-030;Father And Sons Company 055;D;205;+001 303 972-4029;Father_And_Sons_Company_055@outlook.com;2011-12-06;30301;GA; Atlanta;395;Spruce St;2,0
30301-031;Digital S.A 041;D;205;+001 303 282-3960;Digital_S.A_041@outlook.com;2010-04-06;30301;GA; Atlanta;399;Church St;3,0
30301-032;Digital Corporation 088;D;205;+001 303 426-6748;Digital_Corporation_088@outlook.com;2003-12-30;30301;GA; Atlanta;410;Hill St;4,0
30301-033;Genius Inc. 036;B;205;+001 303 686-8057;Genius_Inc._036@outlook.com;2001-10-01;30301;GA; Atlanta;418;Maple St;5,0
30301-034;Father And Sons World 001;A;205;+001 303 716-5381;Father_And_Sons_World_001@outlook.com;2001-10-01;30301;GA; Atlanta;435;Highland St;6,0
30301-035;Technologic Solutions 085;D;205;+001 303 712-9355;Technologic_Solutions_085@outlook.com;2017-04-07;30301;GA; Atlanta;450;Adams St;7,0
30301-036;Essential Inc. 020;D;205;+001 303 426-9794;Essential_Inc._020@outlook.com;2004-04-30;30301;GA; Atlanta;450;Johnson St;1,0
30301-037;Technologic Inc. 011;D;205;+001 303 132-2241;Technologic_Inc._011@outlook.com;2020-11-22;30301;GA; Atlanta;466;Hill St;2,0
30301-038;Genius Electronics 028;B;205;+001 303 245-9872;Genius_Electronics_028@gmail.com.br;2007-09-07;30301;GA; Atlanta;473;4th St;3,0
30301-039;Alpha World 079;D;205;+001 303 943-1992;Alpha_World_079@outlook.com;2005-11-23;30301;GA; Atlanta;479;Main St;4,0
30301-040;Genius Corporation 040;C;205;+001 303 303-7339;Genius_Corporation_040@outlook.com;2019-11-10;30301;GA; Atlanta;480;Adams St;5,0
30301-041;Computer Solutions 097;D;205;+001 303 182-1186;Computer_Solutions_097@outlook.com;2008-07-24;30301;GA; Atlanta;482;Dogwood St;6,0
30301-042;Digital Store 067;C;205;+001 303 932-3546;Digital_Store_067@outlook.com;2007-03-25;30301;GA; Atlanta;485;North St;7,0
30301-043;Essential Tech 065;D;205;+001 303 804-7230;Essential_Tech_065@gmail.com.br;2013-11-01;30301;GA; Atlanta;494;Cedar St;1,0
30301-044;Beta Corporation 002;D;205;+001 303 526-3661;Beta_Corporation_002@outlook.com;2005-04-06;30301;GA; Atlanta;497;8th St;2,0
30301-045;Computer World 049;A;205;+001 303 747-1586;Computer_World_049@outlook.com;2014-07-13;30301;GA; Atlanta;527;Adams St;3,0
30301-046;Computer Tech 085;D;205;+001 303 828-1139;Computer_Tech_085@outlook.com;2012-01-28;30301;GA; Atlanta;53;Sunset St;4,0
30301-047;Father And Sons Solutions 053;C;205;+001 303 886-6140;Father_And_Sons_Solutions_053@outlook.com;2000-05-30;30301;GA; Atlanta;530;Wilson St;5,0
30301-048;Essential Inc. 099;D;205;+001 303 870-7788;Essential_Inc._099@outlook.com;2000-11-26;30301;GA; Atlanta;537;Dogwood St;6,0
30301-049;Father And Sons Company 081;D;205;+001 303 957-3926;Father_And_Sons_Company_081@outlook.com;2003-03-15;30301;GA; Atlanta;566;Maple St;7,0
30301-050;Alpha Tech 011;D;205;+001 303 839-5916;Alpha_Tech_011@outlook.com;2015-10-08;30301;GA; Atlanta;574;13th St;1,0
30301-051;Technologic Tech 034;D;205;+001 303 399-7156;Technologic_Tech_034@outlook.com;2003-05-02;30301;GA; Atlanta;577;9th St;2,0
30301-052;Genius Corporation 006;D;205;+001 303 251-5045;Genius_Corporation_006@gmail.com.br;2016-11-08;30301;GA; Atlanta;578;Sunset St;3,0
30301-053;Computer Company 052;B;205;+001 303 254-9686;Computer_Company_052@gmail.com.br;2005-02-12;30301;GA; Atlanta;582;6th St;4,0
30301-054;Digital Electronics 056;D;205;+001 303 925-9405;Digital_Electronics_056@outlook.com;2003-09-12;30301;GA; Atlanta;588;Spruce St;5,0
30301-055;Essential Solutions 018;D;205;+001 303 606-5602;Essential_Solutions_018@gmail.com.br;2001-01-15;30301;GA; Atlanta;596;14th St;6,0
30301-056;Alpha Solutions 021;C;205;+001 303 371-4448;Alpha_Solutions_021@outlook.com;2016-04-27;30301;GA; Atlanta;615;Dogwood St;7,0
30301-057;Beta Company 097;B;205;+001 303 819-8409;Beta_Company_097@gmail.com.br;2010-05-18;30301;GA; Atlanta;622;8th St;1,0
30301-058;Genius Solutions 030;C;205;+001 303 688-8094;Genius_Solutions_030@outlook.com;2006-05-11;30301;GA; Atlanta;629;Johnson St;2,0
30301-059;Father And Sons Solutions 072;D;205;+001 303 883-9335;Father_And_Sons_Solutions_072@outlook.com;2004-06-18;30301;GA; Atlanta;643;9th St;3,0
30301-060;Digital Solutions 055;B;205;+001 303 276-2492;Digital_Solutions_055@outlook.com;2008-01-22;30301;GA; Atlanta;668;Willow St;4,0
30301-061;High Tech S.A 028;B;205;+001 303 741-9485;High_Tech_S.A_028@outlook.com;2015-06-26;30301;GA; Atlanta;688;Highland St;5,0
30301-062;Genius Company 055;B;205;+001 303 922-7827;Genius_Company_055@outlook.com;2008-01-06;30301;GA; Atlanta;697;Spruce St;6,0
30301-063;High Tech Company 072;B;205;+001 303 202-8589;High_Tech_Company_072@outlook.com;2002-01-12;30301;GA; Atlanta;70;Hill St;7,0
30301-064;Digital Corporation 013;D;205;+001 303 937-6639;Digital_Corporation_013@gmail.com.br;2000-09-03;30301;GA; Atlanta;721;9th St;1,0
30301-065;Genius Inc. 020;D;205;+001 303 640-6732;Genius_Inc._020@outlook.com;2004-01-15;30301;GA; Atlanta;734;14th St;2,0
30301-066;Beta Solutions 044;B;205;+001 303 857-9024;Beta_Solutions_044@gmail.com.br;2014-02-14;30301;GA; Atlanta;768;2nd St;3,0
30301-067;Digital World 057;D;205;+001 303 403-1495;Digital_World_057@gmail.com.br;2012-04-28;30301;GA; Atlanta;774;Willow St;4,0
30301-068;High Tech Tech 075;A;205;+001 303 908-2872;High_Tech_Tech_075@outlook.com;2012-04-15;30301;GA; Atlanta;780;South St;5,0
30301-069;Digital Corporation 020;D;205;+001 303 388-6633;Digital_Corporation_020@gmail.com.br;2004-09-01;30301;GA; Atlanta;787;Sunset St;6,0
30301-070;Alpha Inc. 052;C;205;+001 303 904-6719;Alpha_Inc._052@outlook.com;2004-03-03;30301;GA; Atlanta;799;Highland St;7,0
30301-071;Technologic Corporation 022;D;205;+001 303 482-6591;Technologic_Corporation_022@outlook.com;2006-04-01;30301;GA; Atlanta;811;Johnson St;1,0
30301-072;Computer S.A 079;B;205;+001 303 747-4773;Computer_S.A_079@outlook.com;2000-05-15;30301;GA; Atlanta;816;11th St;2,0
30301-073;Alpha Techno 015;C;205;+001 303 214-5808;Alpha_Techno_015@gmail.com.br;2006-06-29;30301;GA; Atlanta;824;Willow St;3,0
30301-074;High Tech Company 035;A;205;+001 303 255-1625;High_Tech_Company_035@outlook.com;2006-07-16;30301;GA; Atlanta;826;Lakeview St;4,0
30301-075;Father And Sons Inc. 044;A;205;+001 303 544-2505;Father_And_Sons_Inc._044@outlook.com;2011-09-06;30301;GA; Atlanta;84;2nd St;5,0
30301-076;Genius Store 000;C;205;+001 303 786-5797;Genius_Store_000@gmail.com.br;2007-12-28;30301;GA; Atlanta;846;Highland St;6,0
30301-077;Alpha S.A 024;B;205;+001 303 303-5180;Alpha_S.A_024@outlook.com;2016-04-30;30301;GA; Atlanta;852;Walnut St;7,0
30301-078;Alpha Techno 040;D;205;+001 303 945-6776;Alpha_Techno_040@outlook.com;2006-12-20;30301;GA; Atlanta;886;Cedar St;1,0
30301-079;High Tech S.A 063;A;205;+001 303 698-5183;High_Tech_S.A_063@outlook.com;2005-11-30;30301;GA; Atlanta;905;11th St;2,0
30301-080;Technologic Solutions 063;D;205;+001 303 434-3532;Technologic_Solutions_063@outlook.com;2013-03-15;30301;GA; Atlanta;905;Spruce St;3,0
30301-081;Father And Sons Solutions 054;D;205;+001 303 463-5483;Father_And_Sons_Solutions_054@outlook.com;2005-07-20;30301;GA; Atlanta;914;Pine St;4,0
30301-082;Beta Tech 069;D;205;+001 303 783-8840;Beta_Tech_069@gmail.com.br;2013-12-17;30301;GA; Atlanta;937;Spruce St;5,0
30301-083;Father And Sons Tech 082;D;205;+001 303 986-3484;Father_And_Sons_Tech_082@outlook.com;2018-10-22;30301;GA; Atlanta;941;Washington St;6,0
30301-084;Essential S.A 014;D;205;+001 303 679-7434;Essential_S.A_014@outlook.com;2006-05-21;30301;GA; Atlanta;971;Maple St;7,0
30301-085;Alpha Electronics 005;C;205;+001 303 354-5358;Alpha_Electronics_005@gmail.com.br;2016-10-20;30301;GA; Atlanta;975;Elm St;1,0
30301-086;Genius Techno 058;D;205;+001 303 666-2875;Genius_Techno_058@gmail.com.br;2006-03-03;30301;GA; Atlanta;977;Jefferson St;2,0
30301-087;High Tech Company 006;D;205;+001 303 845-7802;High_Tech_Company_006@outlook.com;2013-04-12;30301;GA; Atlanta;981;11th St;3,0
30301-088;Genius Company 002;C;205;+001 303 215-4926;Genius_Company_002@gmail.com.br;2004-09-28;30301;GA; Atlanta;997;5th St;4,0
75001-001;High Tech Inc. 054;C;106;+001 750 228-7485;High_Tech_Inc._054@gmail.com.br;2008-07-29;75001;TX; Dallas;129;Washington St;1,0
75001-002;High Tech World 100;B;106;+001 750 455-5995;High_Tech_World_100@gmail.com.br;2007-07-16;75001;TX; Dallas;132;Sunset St;2,0
75001-003;Alpha Inc. 041;C;106;+001 750 299-3822;Alpha_Inc._041@outlook.com;2010-02-14;75001;TX; Dallas;133;Chestnut St;3,0
75001-004;Beta Electronics 082;C;106;+001 750 447-2051;Beta_Electronics_082@outlook.com;2017-08-02;75001;TX; Dallas;133;Willow St;4,0
75001-005;Technologic S.A 073;B;106;+001 750 612-7845;Technologic_S.A_073@outlook.com;2006-01-18;75001;TX; Dallas;14;Church St;5,0
75001-006;Computer Corporation 059;D;106;+001 750 575-2393;Computer_Corporation_059@outlook.com;2011-04-02;75001;TX; Dallas;141;Chestnut St;6,0
75001-007;Digital Corporation 043;C;106;+001 750 824-9774;Digital_Corporation_043@outlook.com;2019-03-02;75001;TX; Dallas;147;8th St;7,0
75001-008;Computer S.A 010;D;106;+001 750 985-9499;Computer_S.A_010@outlook.com;2018-06-03;75001;TX; Dallas;156;6th St;1,0
75001-009;Digital World 031;B;106;+001 750 950-9141;Digital_World_031@outlook.com;2009-04-26;75001;TX; Dallas;163;Ridge St;2,0
75001-010;Digital Tech 031;C;106;+001 750 592-5262;Digital_Tech_031@outlook.com;2011-09-08;75001;TX; Dallas;180;West St;3,0
75001-011;Computer Tech 012;D;106;+001 750 250-1997;Computer_Tech_012@outlook.com;2000-06-08;75001;TX; Dallas;186;12th St;4,0
75001-012;Technologic Inc. 049;B;106;+001 750 540-6556;Technologic_Inc._049@gmail.com.br;2012-09-10;75001;TX; Dallas;198;12th St;5,0
75001-013;Genius Techno 024;C;106;+001 750 434-4414;Genius_Techno_024@gmail.com.br;2004-10-11;75001;TX; Dallas;199;Elm St;6,0
75001-014;Father And Sons Techno 019;C;106;+001 750 352-9645;Father_And_Sons_Techno_019@outlook.com;2018-10-26;75001;TX; Dallas;217;Maple St;7,0
75001-015;Technologic Inc. 056;D;106;+001 750 267-3399;Technologic_Inc._056@outlook.com;2018-07-06;75001;TX; Dallas;232;Main St;1,0
75001-016;Genius Solutions 094;D;106;+001 750 502-9804;Genius_Solutions_094@outlook.com;2012-03-10;75001;TX; Dallas;235;Church St;2,0
75001-017;Essential Inc. 061;C;106;+001 750 272-2311;Essential_Inc._061@outlook.com;2004-02-06;75001;TX; Dallas;263;Jackson St;3,0
75001-018;Essential Store 059;D;106;+001 750 133-5447;Essential_Store_059@outlook.com;2006-07-03;75001;TX; Dallas;27;Adams St;4,0
75001-019;Genius Company 096;D;106;+001 750 764-6442;Genius_Company_096@outlook.com;2002-11-18;75001;TX; Dallas;314;Dogwood St;5,0
75001-020;Genius Inc. 050;B;106;+001 750 130-4071;Genius_Inc._050@outlook.com;2011-01-13;75001;TX; Dallas;326;11th St;6,0
75001-021;Digital Solutions 024;C;106;+001 750 804-7811;Digital_Solutions_024@gmail.com.br;2006-06-25;75001;TX; Dallas;326;4th St;7,0
75001-022;Father And Sons Corporation 087;D;106;+001 750 415-4937;Father_And_Sons_Corporation_087@outlook.com;2012-04-17;75001;TX; Dallas;33;14th St;1,0
75001-023;Alpha Electronics 018;D;106;+001 750 372-5011;Alpha_Electronics_018@outlook.com;2011-10-28;75001;TX; Dallas;336;11th St;2,0
75001-024;Technologic Store 072;D;106;+001 750 294-4644;Technologic_Store_072@outlook.com;2006-06-08;75001;TX; Dallas;340;Forest St;3,0
75001-025;Genius Techno 028;D;106;+001 750 130-8589;Genius_Techno_028@outlook.com;2005-12-19;75001;TX; Dallas;343;8th St;4,0
75001-026;Beta World 010;C;106;+001 750 994-3093;Beta_World_010@outlook.com;2002-12-19;75001;TX; Dallas;35;North St;5,0
75001-027;Digital Electronics 013;D;106;+001 750 657-5740;Digital_Electronics_013@outlook.com;2020-02-28;75001;TX; Dallas;38;2nd St;6,0
75001-028;Digital Store 048;C;106;+001 750 516-1638;Digital_Store_048@gmail.com.br;2019-12-11;75001;TX; Dallas;386;1st St;7,0
75001-029;High Tech World 071;D;106;+001 750 470-1854;High_Tech_World_071@outlook.com;2006-10-23;75001;TX; Dallas;387;Chestnut St;1,0
75001-030;High Tech Store 015;C;106;+001 750 222-2355;High_Tech_Store_015@outlook.com;2002-10-31;75001;TX; Dallas;387;Main St;2,0
75001-031;Father And Sons Store 001;D;106;+001 750 423-5951;Father_And_Sons_Store_001@outlook.com;2002-09-09;75001;TX; Dallas;388;Hickory St;3,0
75001-032;Computer Techno 013;D;106;+001 750 457-2063;Computer_Techno_013@outlook.com;2020-10-11;75001;TX; Dallas;418;Hickory St;4,0
75001-033;Essential Corporation 057;D;106;+001 750 935-1505;Essential_Corporation_057@outlook.com;2020-10-17;75001;TX; Dallas;43;10th St;5,0
75001-034;Alpha Corporation 056;C;106;+001 750 923-8050;Alpha_Corporation_056@outlook.com;2001-03-12;75001;TX; Dallas;46;South St;6,0
75001-035;Beta World 069;D;106;+001 750 453-8610;Beta_World_069@outlook.com;2005-09-07;75001;TX; Dallas;468;11th St;7,0
75001-036;Father And Sons Techno 085;B;106;+001 750 664-5553;Father_And_Sons_Techno_085@outlook.com;2004-10-29;75001;TX; Dallas;474;2nd St;1,0
75001-037;Genius Electronics 079;B;106;+001 750 940-2079;Genius_Electronics_079@outlook.com;2018-06-02;75001;TX; Dallas;490;Main St;2,0
